5870,Fossil Fighters (JP sales),nan
5878,Nounai Aeshe: IQ Suppli DS,nan
5886,One Piece Unlimited Cruise SP,nan
5894,Dynasty Warriors 8: Xtreme Legends,T
5898,Dragon Quest Builders: Revive Alefgard,nan
5907,Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,nan
5909,Wacky Races: Crash & Dash,nan
5911,Power Pro Kun Pocket 10,nan
5914,The Suite Life of Zack & Cody: Circle of Spies,nan
5930,N3: Ninety-Nine Nights,nan
5954,Disney Infinity,E10plus
5956,Kurohyou: Ryu ga Gotoku Shinshou,nan
5966,Rabbids: Alive & Kicking,nan
5975,Ratchet & Clank: Size Matters,nan
5979,Atelier Iris 3: Grand Phantasm (US Sales),nan
6008,The Godfather: Dons Edition,nan
6020,Just Dance Wii 2,nan
6021,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,nan
6030,The Punisher,M
6050,James Bond 007: Legends,nan
6052,Dragon Ball Heroes: Ultimate Mission,nan
6053,One Piece Unlimited Cruise 2: Awakening of a Hero,nan
6061,Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,nan
6066,Dragon Quest: Shounen Yangus to Fushigi no Dungeon,nan
6070,Power Pro Kun Pocket 11,nan
6071,Sonic & All-Stars Racing Transformed,nan
6076,Battle & Get! Pokemon Typing DS,nan
6085,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,nan
6090,Harvest Moon DS Cute (US sales),nan
6103,Yu-Gi-Oh! Double Pack,nan
6107,Jewel Quest Mysteries: Curse of the Emerald Tear,E
6112,Fantastic 4: Flame On,nan
6113,Divinity: Original Sin,M
6140,Tales of the World: Radiant Mythology 3,nan
6157,Sesame Street: Elmo's A-to-Zoo Adventure,nan
6159,Kung Zhu,E10plus
6162,Monster Hunter Stories,E10plus
6172,Payday 2,M
6178,Shrek: Ogres & Dronkeys,nan
6183,Batman: The Brave and the Bold the Videogame,E10plus
6194,Soul Nomad & the World Eaters,nan
6202,Yu-Gi-Oh! World Championship 2008,E
6203,Thief (2014),nan
6208,Attack on Titan (KOEI),nan
6212,Dynasty Warriors: Gundam,T
6221,Puyo Puyo! 15th Anniversary,nan
6241,Kobitodzukan: Kobito Kansatsu Set,nan
6243,FIFA Soccer 07,E
6246,Ace Attorney 6,nan
6248,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,nan
6273,Need for Speed: Most Wanted,E10plus
6284,Jikkyou Powerful Pro Yakyuu Portable 4,nan
6285,SD Gundam G Generation Portable,nan
6310,Sherlock Holmes: Crimes & Punishments,nan
6311,Sengoku Basara 4,nan
6334,Rhythm Thief & the Emperor's Treasure,nan
6335,One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,nan
6336,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,nan
6341,Monopoly,E
6349,Mass Effect 3,M
6354,Ratatouille: Food Frenzy,E
6363,Punch-Out!!,E
6364,Despicable Me: The Game,E10plus
6366,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,nan
6367,Connect Four / Perfection / Trouble,nan
6372,Scooby-Doo! and the Spooky Swamp,E10plus
6396,Dragon Age Origins: Awakening,M
6401,Cake Mania 2: Jill's Next Adventure!,nan
6404,Jikkyou Powerful Pro Yakyuu 2010,nan
6411,And1 Streetball,E10plus
6413,Summer Athletics: The Ultimate Challenge (US sales),nan
6417,Sesame Street: Cookie's Counting Carnival,nan
6424,Megamind: The Blue Defender,E10plus
6425,Gundam Breaker,T
6428,A.C.E.: Another Century's Episode R,nan
6433,Aikatsu! 2-nin no My Princess,nan
6445,Love Plus,nan
6446,Tales of Eternia,nan
6447,Tales of Innocence,nan
6456,DS Bungaku Zenshuu,nan
6459,Inazuma Eleven GO 3: Galaxy,nan
6461,J Stars Victory Vs.,T
6463,Call of Duty: Black Ops 3,M
6465,Jikkyou Powerful Pro Yakyuu 2013,nan
6470,Sengoku Basara 2,nan
6478,Ace Attorney Investigations 2,nan
6481,TouchMaster 3(Others sales),nan
6484,Jikkyou Powerful Pro Yakyuu 2011,nan
6486,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,E
6495,Inazuma Eleven Strikers,nan
6496,The Amazing Spider-Man 2 (2014),nan
6497,Hatsune Miku: Project Diva,E10plus
6498,Gundam Battle Universe,nan
6499,Sengoku Basara: Battle Heroes,nan
6509,Yakuza: Ishin,nan
6517,SD Gundam G Generation: Cross Drive,nan
6528,A.C.E.: Another Century's Episode,nan
6542,Call of Duty: Modern Warfare 3: Defiance,T
6543,"SpongeBob SquarePants: Lights, Camera, Pants!",E
6561,A.C.E.: Another Century's Episode 3: The Final,nan
6567,Tomb Raider: Underworld (Others sales),nan
6590,Spelling Challenges and more!,E
6596,TOCA Race Driver 2: Ultimate Racing Simulator,T
6600,The Suite Life of Zack & Cody: Tipton Trouble,nan
6601,Final Fantasy Type-0,M
6615,K-ON! Houkago Live!!,nan
6634,Dynasty Warriors 6 (JP sales),nan
6664,My Virtual Tutor: Reading Adventure Kindergarten to First,nan
6665,SpongeBob's Truth or Square (US sales),nan
6685,Scooby-Doo! Unmasked,E
6697,Avatar: The Last Airbender - The Burning Earth,E
6699,Shin Megami Tensei x Fire Emblem,nan
6701,Yakuza Zero: The Place of Oath,nan
6706,Kung Fu Panda 2,E
6710,Freshly-Picked: Tingle's Rosy Rupeeland,nan
6712,"Barbie: Jet, Set & Style!",nan
6729,Monster Hunter G,T
6730,UEFA Euro 2008 Austria-Switzerland,nan
6738,U-Sing: Girls Night,nan
6745,"What Did I Do to Deserve This, My Lord!? 2",T
6752,Sorry! / Aggravation / Scrabble Junior,nan
6754,The Walking Dead: Season Two,M
6762,Avatar: The Last Airbender - Into the Inferno,E
6765,Tales of Hearts,T
6776,Tongari Boushi to Oshare na Mahou Tsukai,nan
6797,Marvel vs. Capcom Origins,T
6798,Pro Yaky? Spirits 2011,nan
6801,Atelier Meruru: Alchemist of Arland 3,nan
6809,Command & Conquer 3: Kane's Wrath,nan
6823,Pro Yaky? Spirits 2010,nan
6825,Chibi-Robo! Zip Lash,E
6827,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,nan
6831,Paws & Claws: Pet Resort,nan
6838,Ms. Pac-Man: Maze Madness / Pac-Man World,nan
6843,Jikkyou Powerful Pro Yakyuu 15,nan
6853,Mobile Suit Gundam Battlefield Record U.C.0081,nan
6859,LEGO The Hobbit,E10plus
6871,FIFA 14,nan
6888,Star Trek: The Game,nan
6915,God Eater 2,T
6925,The Godfather (US & Others sales),nan
6926,We Love Golf!,E10plus
6945,Girls Mode 3: Kirakira Code,nan
6946,Love Plus +,nan
6949,Mobile Suit Gundam: Climax U.C.,nan
6951,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,nan
6952,Big Family Games,nan
6960,Transformers: War for Cybertron (DS Version),nan
6965,Shrek's Carnival Craze Party Games,E
6968,Scrabble (Others sales),nan
6978,Loving Life with Hello Kitty & Friends,nan
6979,Let's Make a Soccer Team!,nan
6981,Monster Hunter G,T
6992,The Amazing Spider-Man 2 (2014),nan
7000,M&M's Kart Racing,nan
7006,Puss in Boots,E
7007,Yu-Gi-Oh! GX: Duel Academy,E
7009,Game & Wario,nan
7014,Ashes Cricket 2009,nan
7023,Rock Band Track Pack Volume 2,nan
7030,Ratchet & Clank: Full Frontal Assault,nan
7032,AKB1/149: Love Election,nan
7035,Musou Orochi Z,nan
7039,Me & My Katamari,nan
7040,What's Cooking? Jamie Oliver,E
7042,The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,nan
7044,Barbie as The Island Princess,E
7045,Tales of VS.,nan
7046,Saka-Tsuku DS: Touch and Direct,nan
7057,Rock Band Track Pack Volume 1,T
7060,Naruto: Ninja Council 2 European Version,nan
7064,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,nan
7072,Cars 2,E
7085,Dark Souls II,M
7087,.hack//G.U. Vol.2//Reminisce,T
7090,Hooked! Real Motion Fishing,E
7094,Ninja Gaiden Sigma,M
7100,Buzz! Junior: RoboJam,E
7105,Saint Seiya: Sanctuary Battle,nan
7109,Digimon World DS (JP sales),nan
7115,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,E
7116,3rd Super Robot Wars Z Jigoku Hen,nan
7121,Puzzle & Dragons X: God Chapter / Dragon Chapter,nan
7122,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,nan
7123,TNA iMPACT!,T
7126,Sword Art Online: Infinity Moment,nan
7129,Ultimate Duck Hunting: Hunting & Retrieving Ducks,nan
7136,Gundam Battle Chronicle,nan
7138,Danball Senki Boost,nan
7140,101-in-1 Party Megamix Wii,nan
7142,Hatsune Miku: Project Mirai 2,nan
7145,Momotarou Dentetsu 15,nan
7148,We Sing Pop!,T
7152,Sengoku Basara 3 Utage,nan
7154,Last Window: The Secret of Cape West,nan
7159,Darksiders II,M
7174,Yu-Gi-Oh! GX: Tag Force 3,nan
7193,Muramasa: The Demon Blade,T
7206,Tales of Graces,T
7213,Dragon Ball: Origins (JP & incomplete US sales),nan
7226,Karaoke Revolution Glee 2: Road to Regionals,nan
7235,Tamagotchi no KiraKira Omisecchi,nan
7244,Kung Fu Panda 2,E
7247,Kidz Bop Dance Party! The Video Game,E
7253,The Amazing Spider-Man 2 (2014),nan
7258,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,nan
7264,Jikkyou Powerful Major League,nan
7269,Yoshi Touch & Go (JP sales),nan
7271,J-League Winning Eleven 2008: Club Championship,nan
7277,Yu-Gi-Oh! GX: Spirit Caller (American Sales),nan
7278,Summer Athletics: The Ultimate Challenge (Others sales),nan
7285,Pass the Pigs,E
7290,Digimon World Re:Digitize,nan
7291,The Legend of Heroes: Trails in the Sky First Chapter,nan
7303,Transformers: Dark of the Moon,T
7309,Nintendo Presents: Crossword Collection,nan
7313,Dorabase DS: Dramatic Stadium,nan
7317,Backyard NFL Football '09,nan
7319,Speed Racer: The Videogame,nan
7324,Magician's Quest: Town of Magic,nan
7327,Yoostar2,T
7328,Doom (2016),nan
7329,Momotarou Dentetsu 16,nan
7331,Transformer: Rise of the Dark Spark,nan
7334,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,nan
7343,TRON: Evolution - Battle Grids,E10plus
7351,WipeOut 3 The Game,nan
7356,Atelier Escha & Logy: Alchemists of the Dusk Sky,nan
7365,SingStar Pop Edition,nan
7374,Hasbro Family Game Night 3,E
7375,Star Trek: The Game,nan
7379,Front Mission 5: Scars of the War,nan
7388,Order Up!,E10plus
7409,Now! That's What I Call Music: Dance & Sing,nan
7416,State of Decay,M
7418,Prince of Persia: Revelations,M
7435,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,E10plus
7436,J-League Winning Eleven 10 + Europa League 06-07,nan
7438,Tales of Phantasia: Narikiri Dungeon X,nan
7448,Champion Jockey: G1 Jockey & Gallop Racer,nan
7454,Super Robot Taisen K,nan
7463,Shin Megami Tensei: Persona 3 (jp sales),nan
7465,Wacky Races: Crash & Dash,nan
7473,Heisei Kyouiku linkai DS,nan
7475,The Naked Brothers Band: The Video Game,E
7477,Pro Yaky? Spirits 2010,nan
7486,Little Battlers eXperience: Baku Boost,nan
7487,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,nan
7491,Jikkyou Powerful Pro Yakyuu 2012,nan
7508,Backyard NFL Football 2006,nan
7510,Sloane to MacHale no Nazo no Monogatari,nan
7513,Saints Row IV,M
7514,Sengoku Basara 2 Heroes,nan
7515,Buzz! The Schools Quiz,nan
7524,CandyLand / Chutes & Ladders / Memory,nan
7529,Shining Blade,nan
7530,The Ultimate Red Ball Challenge,nan
7532,PBR: Out of the Chute,E10plus
7534,Valkyria Chronicles,T
7539,Zombie Army Trilogy,M
7540,CSI: Deadly Intent,M
7547,Deal or No Deal: The Banker is Back!,nan
7551,WipeOut 3 The Game,nan
7558,Story of Seasons: Good Friends of the Three Villages,nan
7561,Kurohyou 2: Ryu ga Gotoku Ashura Hen,nan
7566,7th Dragon 2020,nan
7570,We Sing Robbie Williams,nan
7578,The Heavy Rain and Beyond: Two Souls Collection,nan
7592,The Legend of Heroes VII: The Trail of Blue,nan
7593,High School Musical 3: Senior Year DANCE!,E
7614,Shining Hearts,nan
7620,SingStar: Back to the 80s,nan
7627,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,nan
7630,Ashes Cricket 2009,nan
7632,Sleeping Dogs,M
7636,Pro Yaky? Spirits 2013,nan
7647,Pro Yaky? Spirits 2013,nan
7655,Pro Yaky? Spirits 2012,nan
7661,Total War: Shogun 2 - Fall of the Samurai,T
7668,Puzzle Challenge: Crosswords and More!,E
7671,The Amazing Spider-Man (Console Version),nan
7672,Farming Simulator 2015,E
7675,Jikkyou Powerful Pro Yakyuu 2010,nan
7676,Sid Meier's Pirates!,E10plus
7677,Ore no Shikabane o Koete Yuke,nan
7689,Jikkyou Powerful Pro Yakyuu 2011,nan
7690,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,nan
7694,Mahjongg Mysteries: Ancient Egypt,E
7695,Aikatsu! Cinderella Lesson,nan
7709,Just Dance 2: Extra Songs,nan
7712,CSI: Unsolved!,nan
7715,ESA Foundation Compilation,nan
7719,The Naked Brothers Band: The Video Game,E
7726,Yoga Wii,nan
7727,MLB 16: The Show,nan
7729,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,nan
7732,The Amazing Spider-Man (Console Version),nan
7733,Danganronpa 2: Goodbye Despair,M
7739,Steins;Gate,M
7741,Power Pro Kun Pocket 12,nan
7747,Shin Megami Tensei IV: Final,nan
7750,Pac-Man & Galaga Dimensions,nan
7759,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,nan
7762,New Love Plus,nan
7769,Kan Colle Kai,nan
7779,The Rise of the Argonauts,nan
7780,Barbie Fashion Show: An Eye for Style,E
7798,Tokimeki Memorial Girl's Side 3rd Story,nan
7802,Kamen Rider: Battride War,nan
7807,Avatar: The Last Airbender - Into the Inferno,E
7812,SingStar Pop Vol.2,T
7815,International Cricket 2010,nan
7817,Inazuma Eleven Strikers 2012 Xtreme,nan
7828,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",nan
7831,SpongeBob's Surf & Skate Roadtrip,nan
7839,Tottadoo! Yoiko no Mujintou Seikatsu,nan
7845,Kenka Banchou 4: Ichinen Sensou,nan
7849,Pro Yakyuu Team o Tsukurou!,nan
7858,Mystery Tales of Time Travel,nan
7860,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,nan
7869,Schlag den Raab,nan
7882,3rd Super Robot Wars Z: Tengoku-Hen,nan
7886,Taiko no Tatsujin: Wii U Version!,nan
7888,The Walking Dead: Season Two,M
7890,3rd Super Robot Wars Z Jigoku Hen,nan
7892,Sudoku Gridmaster (JP sales),nan
7896,Nobunaga no Yabou: Souzou,nan
7898,Pro Yaky? Spirits 4,nan
7900,Need for Speed: Shift 2 Unleashed,nan
7901,Tamagotchi Party On!,E
7905,Momotarou Dentetsu World,nan
7906,Singstar: Ultimate Party,nan
7907,Beyblade: Metal Fusion - Battle Fortress,E
7919,Crash & Spyro Superpack,nan
7923,Kuma-Tomo,nan
7926,Magical ZhuZhu Princess: Carriages & Castles,nan
7927,Pro Yaky? Spirits 2012,nan
7930,Penguin no Mondai X: Tenkuu no 7 Senshi,nan
7937,Face Training,nan
7944,Phantasy Star Nova,nan
7956,J-League Pro Soccer Club o Tsukurou! 5,nan
7959,Little Battlers eXperience W,nan
7973,Godzilla (2015),nan
7985,Guilty Gear Xrd: Sign,T
8003,Active Health with Carol Vorderman,nan
8011,Super Robot Taisen J,nan
8013,Nep League DS,nan
8015,Ar tonelico 2: Melody of Metafalica,T
8018,Saw II: Flesh & Blood,nan
8022,Jikkyou Powerful Pro Baseball 2016,nan
8024,Tekken Tag Tournament 2,T
8034,Ninja Gaiden 3,M
8041,Ringling Bros. and Barnum & Bailey Circus,nan
8046,Hatsune Miku and Future Stars: Project Mirai,nan
8051,TalkMan (Japan),nan
8060,FIFA Soccer 07,E
8061,Rabbids Party Collection,nan
8064,My Fitness Coach 2: Exercise and Nutrition,nan
8070,Shrek SuperSlam,E10plus
8072,Super Robot Taisen UX,nan
8076,Jeopardy!,E
8077,Pro Yaky? Spirits 2011,nan
8078,Doctor Who: Return to Earth,nan
8092,Might & Magic: Clash of Heroes,nan
8097,A.C.E.: Another Century's Episode 2,nan
8099,Company of Heroes: Anthology,nan
8101,Daigasso! Band Brothers P,nan
8117,Metal Gear Ac!d 2,nan
8121,The Game of Life / Yahtzee / Payday,nan
8131,Pro Evolution Soccer 2013,E
8134,Toukiden: The Age of Demons,T
8140,Payday 2,M
8145,Mobile Suit Gundam Seed Destiny: Generation of C.E.,nan
8161,Kidou Senshi Gundam: Senjou no Kizuna Portable,nan
8162,Super Robot Taisen A Portable,nan
8169,Cabela's Big Game Hunter: Hunting Party,T
8170,Tales of the Tempest,nan
8171,SimCity Creator (JP sales),nan
8172,Biohazard: Revival Selection,nan
8186,Scooby-Doo! Unmasked,E
8187,Summon Night 4,nan
8189,Pro Yaky? Spirits 5,nan
8204,Transformers: Prime,E10plus
8208,Yakuza Zero: The Place of Oath,nan
8219,Petz: Horseshoe Ranch,E
8222,EyePet & Friends,nan
8226,Global Defence Force,nan
8229,SaGa 2: Hihou Densetsu - Goddess of Destiny,nan
8231,Super Robot Taisen L,nan
8233,The Grim Adventures of Billy & Mandy,nan
8238,Kekkaishi: Karasumori Ayakashi Kidan,nan
8242,MotoGP 15,E10plus
8243,Backyard Sports Football: Rookie Rush,nan
8248,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,nan
8264,Tamagotchi no Narikiri Challenge,nan
8281,Hello Kitty: Happy Party Pals,E
8282,Jikkyou Powerful Pro Baseball 2016,nan
8283,Backyard NFL Football '09,nan
8288,Broken Sword: Shadows of the Templars - The Director's Cut,nan
8293,.hack//G.U. Vol.3//Redemption,T
8299,Yu-Gi-Oh! Zexal World Duel Carnival,E10plus
8300,SingStar Motown,nan
8301,Macross Ultimate Frontier,nan
8310,Monkey Island: Special Edition Collection,nan
8326,Project X Zone 2: Brave New World,nan
8330,Gundam Assault Survive,nan
8333,Disney TH!NK Fast: The Ultimate Trivia Showdown,nan
8334,Jikkyou Powerful Pro Yakyuu 2013,nan
8335,Fate/Stay Night [Réalta Nua],nan
8337,The Rise of the Argonauts,nan
8342,.hack//G.U. Vol.1//Rebirth,T
8343,Transformers: Dark of the Moon,T
8346,Michael Jackson: The Experience 3D,nan
8354,N3 II: Ninety-Nine Nights,M
8370,Hot Wheels: Beat That!,E
8371,Ashes Cricket 2009,nan
8373,Naruto Shippuden: Ultimate Ninja 5,nan
8378,Camp Rock: The Final Jam,E
8384,Sumikko Gurashi: Koko ga Ochitsukundesu,nan
8386,The Naked Brothers Band: The Video Game,E
8392,Backyard NFL Football '10,nan
8395,Densetsu no Stafi 4,nan
8396,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),nan
8400,Magical Starsign (US sales),nan
8404,Buzz! Brain of the UK,nan
8419,I'm A Celebrity: Get Me Out of Here!,nan
8422,Dragon Quest X,T
8439,Ringling Bros. and Barnum & Bailey: Circus Friends,nan
8442,Mousetrap / Operation / Simon,nan
8447,Jikkyou Powerful Pro Yakyuu 2014,nan
8449,TOEIC Test Training DS,nan
8466,Phantasy Star Online 2,M
8473,Hamster Heroes,nan
8483,Pen 1 Grand Prix: Penguin no Mondai Special,nan
8489,Paws & Claws: Pet Resort,nan
8496,Kamaitachi no Yoru × 3,nan
8501,The Legend of Heroes VII: The Trail of Zero,nan
8504,Let's Ride: Sunshine Stables,E
8509,San Goku Shi Taisen DS,nan
8521,SD Gundam G Generation 3D,nan
8527,Hannah Montana: Rock Out the Show,E
8534,DS Rakubiki Jiten,nan
8535,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,nan
8539,Yu-Gi-Oh! 5D's Tag Force 6,nan
8552,Summon Night EX-Thesis: Yoake no Tsubasa,nan
8554,Pro Yaky? Spirits 3,nan
8563,WRC 2: FIA World Rally Championship,nan
8571,Sengoku Basara: Chronicle Heroes,nan
8576,World Series of Poker: Tournament of Champions 2007 Edition,nan
8592,Minna no DS Seminar: Kanpeki Kanji Ryoku,nan
8593,Macross Ace Frontier,nan
8597,.hack//G.U. Vol.2//Reminisce (jp sales),nan
8604,Guilty Gear Xrd: Sign,T
8605,Sid Meier's Pirates!,E10plus
8611,Yakuza Kiwami,M
8613,Take A Break's: Puzzle Master,nan
8618,Despicable Me: The Game,E10plus
8624,TNA iMPACT!,T
8627,Watchmen: The End is Nigh - The Complete Experience,M
8637,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,nan
8639,The Walking Dead: Season One,nan
8641,Left Brain Right Brain: Use Both Hands Train Both Sides,nan
8642,Around the World in 80 Days,E
8643,"BCFX: The Black College Football Xperience, The Doug Williams Edition",E
8646,Power Rangers Double Pack,nan
8650,Transformer: Rise of the Dark Spark,nan
8656,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,nan
8661,Spider-Man: Web of Shadows - Amazing Allies Edition,E10plus
8662,Culdcept,T
8666,Halo Triple Pack,nan
8668,Bomberman Land Touch! 2,E
8670,Harvest Moon: The Lost Valley,E
8673,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,nan
8677,Kingdom Hearts: Birth by Sleep - Final Mix,nan
8679,Yu-Gi-Oh! 5D's: Duel Transer,E
8681,Toriko: Gourmet Monsters!,nan
8682,Akiba's Trip: Undead & Undressed,nan
8684,The Idolm@ster 2,nan
8689,Senran Kagura: Sh?jo-tachi no Shinei,nan
8694,Rondo of Swords (US sales),nan
8706,Just Sing!,E10plus
8715,Major League Baseball 2K13,E
8716,Saw II: Flesh & Blood,nan
8725,My Baby 3 & Friends,nan
8728,Dragon Ball Z: Harukanaru Densetsu (JP sales),nan
8737,"Go, Diego, Go! Safari Rescue",E
8744,Wolfenstein: The Old Blood,M
8745,Jikkyou Powerful Pro Yakyuu Portable,nan
8746,Dragon's Lair Trilogy,T
8751,Bust-A-Move Bash!,E
8753,Cartoon Network Collection: Game Boy Advance Video Special Edition,nan
8756,Doctor Who: Evacuation Earth,nan
8759,Scooby-Doo! Unmasked,E
8760,Theatrhythm Dragon Quest,nan
8767,Disgaea 4: A Promise Unforgotten,T
8772,Amagami,nan
8773,Jikkyou Powerful Pro Yakyuu 2009,nan
8777,Blitz: The League II,M
8788,The Fairly Odd Parents: Clash with the Anti-World,nan
8792,The Amazing Spider-Man (Console Version),nan
8795,Gundam Breaker 2,nan
8799,Jikkyou Powerful Pro Yakyuu 2012,nan
8812,Tokyo Xanadu,T
8820,3rd Super Robot Wars Z: Tengoku-Hen,nan
8821,Suzumiya Haruhi no Yakusoku,nan
8834,The Oregon Trail,E10plus
8837,Adventure Time: Explore the Dungeon Because I Don't Know!,E10plus
8842,Countdown: The Game,nan
8843,Spongebob Squarepants / Fairly Odd Parents Double Pack,nan
8844,Pro Baseball Spirits 2015,nan
8846,History Civil War: Secret Missions,nan
8854,Cake Mania: In The Mix!,E
8858,Kids Learn Math: A+ Edition,E
8867,Pro Yaky? Spirits 6,nan
8870,The Sims Medieval: Pirates and Nobles,nan
8871,Warriors Orochi 3,T
8878,Castlevania: Lords of Shadow - Mirror of Fate,M
8880,Dishonored,M
8881,Curious George,E
8890,Deadly Premonition,M
8894,Deponia,M
8896,Battle Stadium D.O.N,nan
8903,Power Pro Kun Pocket 9,nan
8906,Sumikko Gurashi: Omise Hajimerundesu,nan
8914,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,nan
8920,Sam & Max: Season One,nan
8923,Yakuza: Ishin,nan
8931,We Dance,E10plus
8934,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,nan
8935,Yu-Gi-Oh! Nightmare Troubadour (US sales),nan
8937,Tamagotchi no Narikiri Channel,nan
8941,Skylanders: SuperChargers,E10plus
8946,Baseball Blast!,E
8949,Shin Chan: ¡Aventuras de Cine!,nan
8954,Tamagotchi Collection,nan
8957,White Knight Chronicles: Origins,nan
8960,Barbie Superpack: Secret Agent / Groovy Games,nan
8974,Sonic Advance & Sonic Pinball Party Combo Pack,nan
8976,Making History: The Great War,nan
8985,Tamagotchi no Appare! Niji Venture,nan
8992,Derby Stallion Gold,nan
9013,Okaeri! Chibi-Robo! Happy Richie Oosouji,nan
9018,Super Robot Taisen OG Saga: Endless Frontier (JP sales),nan
9019,Sengoku Musou 3 Empires,nan
9024,Famista Returns,nan
9042,Kenka Banchou 5: Otoko no Housoku,nan
9046,Shrek 2 and Shark Tale 2-in-1 Pack,nan
9050,World Championship Poker: Howard Lederer - All In,nan
9057,Uta no * Prince-Sama: Repeat,nan
9058,Senran Kagura Burst: Guren no Sh?jo-tachi,nan
9061,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,nan
9062,Gundam Breaker 2,nan
9063,.hack//Link,nan
9071,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,nan
9073,Jewel Quest Solitaire,E
9076,Okami,T
9096,The Walking Dead: Season One,nan
9100,"NewU Fitness First Mind Body, Yoga & Pilates Workout",nan
9103,Naruto Shippuden: Ninja Destiny 3,nan
9118,Naruto RPG 2: Chidori vs Rasengan,nan
9125,Akiba's Trip,M
9134,¡Shin Chan Flipa en colores!,nan
9141,Kidou Senshi Gundam: Shin Gihren no Yabou,nan
9154,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",T
9156,The Walking Dead: Season Two,M
9158,Fate/Unlimited Codes,T
9161,Gallop & Ride!,nan
9167,Monster Hunter Diary: Poka Poka Airou Village DX,nan
9171,Atari's Greatest Hits: Volume 1,E
9173,Yogi Bear: The Video Game,nan
9174,Earth Defense Force 2: Invaders from Planet Space,T
9188,Pro Yaky? Spirits 2014,nan
9192,Power Pro Kun Pocket 8,nan
9194,Sid Meier's Pirates!,E10plus
9211,Jikkyou Powerful Pro Yakyuu Wii,nan
9216,Scene It? Bright Lights! Big Screen!,T
9221,Let's Cheer,E10plus
9225,Dragon Age: Origins - Ultimate Edition,nan
9229,The History Channel: Civil War - A Nation Divided,nan
9231,FIFA 06 Soccer,nan
9232,DmC: Devil May Cry,M
9234,Farming Simulator 2012,nan
9236,Pro Yakyuu Netsu Star 2006,nan
9239,Puyo Puyo!! 20th Anniversary,nan
9246,SNK vs. Capcom: The Match of the Millennium,nan
9248,Paws & Claws: Pet Vet 2,nan
9254,7th Dragon,T
9259,Shining Resonance,T
9263,World Soccer Winning Eleven 9 Bonus Pack,nan
9267,Major League Baseball 2K8,E
9268,Lips: I Love The 80s,nan
9276,Shinobido 2: Tales of the Ninja,nan
9278,Kamen Rider Battle: Ganbaride,nan
9285,Scene It? Bright Lights! Big Screen!,T
9304,Queen's Gate: Spiral Chaos,nan
9305,Nayuta no Kiseki,nan
9310,Avatar: The Last Airbender - The Burning Earth,E
9318,Let's Play Ballerina,E
9319,Nobunaga no Yabou: Tendou,nan
9321,Medalot 7,nan
9325,Suzumiya Haruhi no Tomadoi,nan
9326,International Cricket 2010,nan
9327,GoldenEye 007 (2010),nan
9332,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,nan
9334,Rurouni Kenshin: Enjou! Kyoto Rinne,nan
9337,Suikoden: Tsumugareshi Hyakunen no Toki,nan
9340,Shonen Jump's One Piece: Grand Battle,nan
